29,3,Ipsm.Iblquad.I_m16x16.I185.I152.I28,787,64,macro
29,2,Ipsm.Iblquad.I_m16x16.I185.I152.I29,787,43,macro
29,1,Ipsm.Iblquad.I_m16x16.I185.I152.I32,787,22,macro
28,1,Ipsm.Iblquad.I_m16x16.I185.I152.I36,759,22,macro
27,1,Ipsm.Iblquad.I_m16x16.I185.I152.I37,731,22,macro
26,1,Ipsm.Iblquad.I_m16x16.I185.I152.I39,703,22,macro
26,3,Ipsm.Iblquad.I_m16x16.I185.I152.I40,703,64,macro
27,3,Ipsm.Iblquad.I_m16x16.I185.I152.I41,731,64,macro
27,6,Ipsm.Iblquad.I_m16x16.I185.I153.I11,731,127,macro
28,7,Ipsm.Iblquad.I_m16x16.I185.I153.I17,759,148,macro
28,6,Ipsm.Iblquad.I_m16x16.I185.I153.I18,759,127,macro
26,6,Ipsm.Iblquad.I_m16x16.I185.I153.I21,703,127,macro
27,8,Ipsm.Iblquad.I_m16x16.I185.I153.I23,731,169,macro
26,8,Ipsm.Iblquad.I_m16x16.I185.I153.I24,703,169,macro
28,8,Ipsm.Iblquad.I_m16x16.I185.I153.I25,759,169,macro
29,8,Ipsm.Iblquad.I_m16x16.I185.I153.I26,787,169,macro
29,7,Ipsm.Iblquad.I_m16x16.I185.I153.I28,787,148,macro
29,6,Ipsm.Iblquad.I_m16x16.I185.I153.I29,787,127,macro
29,5,Ipsm.Iblquad.I_m16x16.I185.I153.I32,787,106,macro
28,5,Ipsm.Iblquad.I_m16x16.I185.I153.I36,759,106,macro
27,5,Ipsm.Iblquad.I_m16x16.I185.I153.I37,731,106,macro
26,5,Ipsm.Iblquad.I_m16x16.I185.I153.I39,703,106,macro
26,7,Ipsm.Iblquad.I_m16x16.I185.I153.I40,703,148,macro
27,7,Ipsm.Iblquad.I_m16x16.I185.I153.I41,731,148,macro
23,2,Ipsm.Iblquad.I_m16x16.I185.I158.I11,618,43,macro
24,3,Ipsm.Iblquad.I_m16x16.I185.I158.I17,647,64,macro
24,2,Ipsm.Iblquad.I_m16x16.I185.I158.I18,647,43,macro
22,2,Ipsm.Iblquad.I_m16x16.I185.I158.I21,590,43,macro
23,4,Ipsm.Iblquad.I_m16x16.I185.I158.I23,618,85,macro
22,4,Ipsm.Iblquad.I_m16x16.I185.I158.I24,590,85,macro
24,4,Ipsm.Iblquad.I_m16x16.I185.I158.I25,647,85,macro
25,4,Ipsm.Iblquad.I_m16x16.I185.I158.I26,675,85,macro
25,3,Ipsm.Iblquad.I_m16x16.I185.I158.I28,675,64,macro
25,2,Ipsm.Iblquad.I_m16x16.I185.I158.I29,675,43,macro
25,1,Ipsm.Iblquad.I_m16x16.I185.I158.I32,675,22,macro
24,1,Ipsm.Iblquad.I_m16x16.I185.I158.I36,647,22,macro
23,1,Ipsm.Iblquad.I_m16x16.I185.I158.I37,618,22,macro
22,1,Ipsm.Iblquad.I_m16x16.I185.I158.I39,590,22,macro
22,3,Ipsm.Iblquad.I_m16x16.I185.I158.I40,590,64,macro
23,3,Ipsm.Iblquad.I_m16x16.I185.I158.I41,618,64,macro
23,6,Ipsm.Iblquad.I_m16x16.I185.I159.I11,618,127,macro
24,7,Ipsm.Iblquad.I_m16x16.I185.I159.I17,647,148,macro
24,6,Ipsm.Iblquad.I_m16x16.I185.I159.I18,647,127,macro
22,6,Ipsm.Iblquad.I_m16x16.I185.I159.I21,590,127,macro
23,8,Ipsm.Iblquad.I_m16x16.I185.I159.I23,618,169,macro_clk
22,8,Ipsm.Iblquad.I_m16x16.I185.I159.I24,590,169,macro
24,8,Ipsm.Iblquad.I_m16x16.I185.I159.I25,647,169,macro
25,8,Ipsm.Iblquad.I_m16x16.I185.I159.I26,675,169,macro
25,7,Ipsm.Iblquad.I_m16x16.I185.I159.I28,675,148,macro
25,6,Ipsm.Iblquad.I_m16x16.I185.I159.I29,675,127,macro
25,5,Ipsm.Iblquad.I_m16x16.I185.I159.I32,675,106,macro
24,5,Ipsm.Iblquad.I_m16x16.I185.I159.I36,647,106,macro
23,5,Ipsm.Iblquad.I_m16x16.I185.I159.I37,618,106,macro
22,5,Ipsm.Iblquad.I_m16x16.I185.I159.I39,590,106,macro
22,7,Ipsm.Iblquad.I_m16x16.I185.I159.I40,590,148,macro
23,7,Ipsm.Iblquad.I_m16x16.I185.I159.I41,618,148,macro
27,10,Ipsm.Iblquad.I_m16x16.I186.I152.I11,731,211,macro
28,11,Ipsm.Iblquad.I_m16x16.I186.I152.I17,759,232,macro
28,10,Ipsm.Iblquad.I_m16x16.I186.I152.I18,759,211,macro
26,10,Ipsm.Iblquad.I_m16x16.I186.I152.I21,703,211,macro
27,12,Ipsm.Iblquad.I_m16x16.I186.I152.I23,731,253,macro
26,12,Ipsm.Iblquad.I_m16x16.I186.I152.I24,703,253,macro
28,12,Ipsm.Iblquad.I_m16x16.I186.I152.I25,759,253,macro
29,12,Ipsm.Iblquad.I_m16x16.I186.I152.I26,787,253,macro
29,11,Ipsm.Iblquad.I_m16x16.I186.I152.I28,787,232,macro
29,10,Ipsm.Iblquad.I_m16x16.I186.I152.I29,787,211,macro
29,9,Ipsm.Iblquad.I_m16x16.I186.I152.I32,787,190,macro
28,9,Ipsm.Iblquad.I_m16x16.I186.I152.I36,759,190,macro
27,9,Ipsm.Iblquad.I_m16x16.I186.I152.I37,731,190,macro
26,9,Ipsm.Iblquad.I_m16x16.I186.I152.I39,703,190,macro
26,11,Ipsm.Iblquad.I_m16x16.I186.I152.I40,703,232,macro
27,11,Ipsm.Iblquad.I_m16x16.I186.I152.I41,731,232,macro
27,14,Ipsm.Iblquad.I_m16x16.I186.I153.I11,731,295,macro
28,15,Ipsm.Iblquad.I_m16x16.I186.I153.I17,759,316,macro
28,14,Ipsm.Iblquad.I_m16x16.I186.I153.I18,759,295,macro
26,14,Ipsm.Iblquad.I_m16x16.I186.I153.I21,703,295,macro
27,16,Ipsm.Iblquad.I_m16x16.I186.I153.I23,731,337,macro
26,16,Ipsm.Iblquad.I_m16x16.I186.I153.I24,703,337,macro
28,16,Ipsm.Iblquad.I_m16x16.I186.I153.I25,759,337,macro
29,16,Ipsm.Iblquad.I_m16x16.I186.I153.I26,787,337,macro
29,15,Ipsm.Iblquad.I_m16x16.I186.I153.I28,787,316,macro
29,14,Ipsm.Iblquad.I_m16x16.I186.I153.I29,787,295,macro
29,13,Ipsm.Iblquad.I_m16x16.I186.I153.I32,787,274,macro
28,13,Ipsm.Iblquad.I_m16x16.I186.I153.I36,759,274,macro
27,13,Ipsm.Iblquad.I_m16x16.I186.I153.I37,731,274,macro
26,13,Ipsm.Iblquad.I_m16x16.I186.I153.I39,703,274,macro
26,15,Ipsm.Iblquad.I_m16x16.I186.I153.I40,703,316,macro
27,15,Ipsm.Iblquad.I_m16x16.I186.I153.I41,731,316,macro
23,10,Ipsm.Iblquad.I_m16x16.I186.I158.I11,618,211,macro
24,11,Ipsm.Iblquad.I_m16x16.I186.I158.I17,647,232,macro
24,10,Ipsm.Iblquad.I_m16x16.I186.I158.I18,647,211,macro
22,10,Ipsm.Iblquad.I_m16x16.I186.I158.I21,590,211,macro
23,12,Ipsm.Iblquad.I_m16x16.I186.I158.I23,618,253,macro
22,12,Ipsm.Iblquad.I_m16x16.I186.I158.I24,590,253,macro
24,12,Ipsm.Iblquad.I_m16x16.I186.I158.I25,647,253,macro
25,12,Ipsm.Iblquad.I_m16x16.I186.I158.I26,675,253,macro
25,11,Ipsm.Iblquad.I_m16x16.I186.I158.I28,675,232,macro
25,10,Ipsm.Iblquad.I_m16x16.I186.I158.I29,675,211,macro
25,9,Ipsm.Iblquad.I_m16x16.I186.I158.I32,675,190,macro
24,9,Ipsm.Iblquad.I_m16x16.I186.I158.I36,647,190,macro
23,9,Ipsm.Iblquad.I_m16x16.I186.I158.I37,618,190,macro
22,9,Ipsm.Iblquad.I_m16x16.I186.I158.I39,590,190,macro
22,11,Ipsm.Iblquad.I_m16x16.I186.I158.I40,590,232,macro
23,11,Ipsm.Iblquad.I_m16x16.I186.I158.I41,618,232,macro
23,14,Ipsm.Iblquad.I_m16x16.I186.I159.I11,618,295,macro
24,15,Ipsm.Iblquad.I_m16x16.I186.I159.I17,647,316,macro
24,14,Ipsm.Iblquad.I_m16x16.I186.I159.I18,647,295,macro
22,14,Ipsm.Iblquad.I_m16x16.I186.I159.I21,590,295,macro
23,16,Ipsm.Iblquad.I_m16x16.I186.I159.I23,618,337,macro
22,16,Ipsm.Iblquad.I_m16x16.I186.I159.I24,590,337,macro
24,16,Ipsm.Iblquad.I_m16x16.I186.I159.I25,647,337,macro
25,16,Ipsm.Iblquad.I_m16x16.I186.I159.I26,675,337,macro
25,15,Ipsm.Iblquad.I_m16x16.I186.I159.I28,675,316,macro
25,14,Ipsm.Iblquad.I_m16x16.I186.I159.I29,675,295,macro
25,13,Ipsm.Iblquad.I_m16x16.I186.I159.I32,675,274,macro
24,13,Ipsm.Iblquad.I_m16x16.I186.I159.I36,647,274,macro
23,13,Ipsm.Iblquad.I_m16x16.I186.I159.I37,618,274,macro
22,13,Ipsm.Iblquad.I_m16x16.I186.I159.I39,590,274,macro
22,15,Ipsm.Iblquad.I_m16x16.I186.I159.I40,590,316,macro
23,15,Ipsm.Iblquad.I_m16x16.I186.I159.I41,618,316,macro
19,10,Ipsm.Iblquad.I_m16x16.I187.I152.I11,506,211,macro
20,11,Ipsm.Iblquad.I_m16x16.I187.I152.I17,534,232,macro
20,10,Ipsm.Iblquad.I_m16x16.I187.I152.I18,534,211,macro
18,10,Ipsm.Iblquad.I_m16x16.I187.I152.I21,478,211,macro
19,12,Ipsm.Iblquad.I_m16x16.I187.I152.I23,506,253,macro
18,12,Ipsm.Iblquad.I_m16x16.I187.I152.I24,478,253,macro
20,12,Ipsm.Iblquad.I_m16x16.I187.I152.I25,534,253,macro
21,12,Ipsm.Iblquad.I_m16x16.I187.I152.I26,562,253,macro
21,11,Ipsm.Iblquad.I_m16x16.I187.I152.I28,562,232,macro
21,10,Ipsm.Iblquad.I_m16x16.I187.I152.I29,562,211,macro
21,9,Ipsm.Iblquad.I_m16x16.I187.I152.I32,562,190,macro
20,9,Ipsm.Iblquad.I_m16x16.I187.I152.I36,534,190,macro
19,9,Ipsm.Iblquad.I_m16x16.I187.I152.I37,506,190,macro
18,9,Ipsm.Iblquad.I_m16x16.I187.I152.I39,478,190,macro
18,11,Ipsm.Iblquad.I_m16x16.I187.I152.I40,478,232,macro
19,11,Ipsm.Iblquad.I_m16x16.I187.I152.I41,506,232,macro
19,14,Ipsm.Iblquad.I_m16x16.I187.I153.I11,506,295,macro
20,15,Ipsm.Iblquad.I_m16x16.I187.I153.I17,534,316,macro
20,14,Ipsm.Iblquad.I_m16x16.I187.I153.I18,534,295,macro
18,14,Ipsm.Iblquad.I_m16x16.I187.I153.I21,478,295,macro
19,16,Ipsm.Iblquad.I_m16x16.I187.I153.I23,506,337,macro
18,16,Ipsm.Iblquad.I_m16x16.I187.I153.I24,478,337,macro
20,16,Ipsm.Iblquad.I_m16x16.I187.I153.I25,534,337,macro
21,16,Ipsm.Iblquad.I_m16x16.I187.I153.I26,562,337,macro
21,15,Ipsm.Iblquad.I_m16x16.I187.I153.I28,562,316,macro
21,14,Ipsm.Iblquad.I_m16x16.I187.I153.I29,562,295,macro
21,13,Ipsm.Iblquad.I_m16x16.I187.I153.I32,562,274,macro
20,13,Ipsm.Iblquad.I_m16x16.I187.I153.I36,534,274,macro
19,13,Ipsm.Iblquad.I_m16x16.I187.I153.I37,506,274,macro
18,13,Ipsm.Iblquad.I_m16x16.I187.I153.I39,478,274,macro
18,15,Ipsm.Iblquad.I_m16x16.I187.I153.I40,478,316,macro
19,15,Ipsm.Iblquad.I_m16x16.I187.I153.I41,506,316,macro
17,10,Ipsm.Iblquad.I_m16x16.I187.I158.I11,450,211,macro
16,10,Ipsm.Iblquad.I_m16x16.I187.I158.I21,422,211,macro
17,12,Ipsm.Iblquad.I_m16x16.I187.I158.I23,450,253,macro
16,12,Ipsm.Iblquad.I_m16x16.I187.I158.I24,422,253,macro
17,9,Ipsm.Iblquad.I_m16x16.I187.I158.I37,450,190,macro
16,9,Ipsm.Iblquad.I_m16x16.I187.I158.I39,422,190,macro
16,11,Ipsm.Iblquad.I_m16x16.I187.I158.I40,422,232,macro
17,11,Ipsm.Iblquad.I_m16x16.I187.I158.I41,450,232,macro
17,14,Ipsm.Iblquad.I_m16x16.I187.I159.I11,450,295,macro
16,14,Ipsm.Iblquad.I_m16x16.I187.I159.I21,422,295,macro
17,16,Ipsm.Iblquad.I_m16x16.I187.I159.I23,450,337,macro
17,13,Ipsm.Iblquad.I_m16x16.I187.I159.I37,450,274,macro
16,13,Ipsm.Iblquad.I_m16x16.I187.I159.I39,422,274,macro
16,15,Ipsm.Iblquad.I_m16x16.I187.I159.I40,422,316,macro
17,15,Ipsm.Iblquad.I_m16x16.I187.I159.I41,450,316,macro
16,16,Ipsm.Iblquad.I_m16x16.I187.I159.I57,422,337,macro_gclk
19,2,Ipsm.Iblquad.I_m16x16.I188.I152.I11,506,43,macro
20,3,Ipsm.Iblquad.I_m16x16.I188.I152.I17,534,64,macro
20,2,Ipsm.Iblquad.I_m16x16.I188.I152.I18,534,43,macro
18,2,Ipsm.Iblquad.I_m16x16.I188.I152.I21,478,43,macro
19,4,Ipsm.Iblquad.I_m16x16.I188.I152.I23,506,85,macro
18,4,Ipsm.Iblquad.I_m16x16.I188.I152.I24,478,85,macro
20,4,Ipsm.Iblquad.I_m16x16.I188.I152.I25,534,85,macro
21,4,Ipsm.Iblquad.I_m16x16.I188.I152.I26,562,85,macro
21,3,Ipsm.Iblquad.I_m16x16.I188.I152.I28,562,64,macro
21,2,Ipsm.Iblquad.I_m16x16.I188.I152.I29,562,43,macro
21,1,Ipsm.Iblquad.I_m16x16.I188.I152.I32,562,22,macro
20,1,Ipsm.Iblquad.I_m16x16.I188.I152.I36,534,22,macro
19,1,Ipsm.Iblquad.I_m16x16.I188.I152.I37,506,22,macro
18,1,Ipsm.Iblquad.I_m16x16.I188.I152.I39,478,22,macro
18,3,Ipsm.Iblquad.I_m16x16.I188.I152.I40,478,64,macro
19,3,Ipsm.Iblquad.I_m16x16.I188.I152.I41,506,64,macro
19,6,Ipsm.Iblquad.I_m16x16.I188.I153.I11,506,127,macro
20,7,Ipsm.Iblquad.I_m16x16.I188.I153.I17,534,148,macro
20,6,Ipsm.Iblquad.I_m16x16.I188.I153.I18,534,127,macro
18,6,Ipsm.Iblquad.I_m16x16.I188.I153.I21,478,127,macro
19,8,Ipsm.Iblquad.I_m16x16.I188.I153.I23,506,169,macro
18,8,Ipsm.Iblquad.I_m16x16.I188.I153.I24,478,169,macro
20,8,Ipsm.Iblquad.I_m16x16.I188.I153.I25,534,169,macro
21,8,Ipsm.Iblquad.I_m16x16.I188.I153.I26,562,169,macro
21,7,Ipsm.Iblquad.I_m16x16.I188.I153.I28,562,148,macro
21,6,Ipsm.Iblquad.I_m16x16.I188.I153.I29,562,127,macro
21,5,Ipsm.Iblquad.I_m16x16.I188.I153.I32,562,106,macro
20,5,Ipsm.Iblquad.I_m16x16.I188.I153.I36,534,106,macro
19,5,Ipsm.Iblquad.I_m16x16.I188.I153.I37,506,106,macro
18,5,Ipsm.Iblquad.I_m16x16.I188.I153.I39,478,106,macro
18,7,Ipsm.Iblquad.I_m16x16.I188.I153.I40,478,148,macro
19,7,Ipsm.Iblquad.I_m16x16.I188.I153.I41,506,148,macro
17,2,Ipsm.Iblquad.I_m16x16.I188.I158.I11,450,43,macro
16,2,Ipsm.Iblquad.I_m16x16.I188.I158.I21,422,43,macro
17,4,Ipsm.Iblquad.I_m16x16.I188.I158.I23,450,85,macro
16,4,Ipsm.Iblquad.I_m16x16.I188.I158.I24,422,85,macro
17,1,Ipsm.Iblquad.I_m16x16.I188.I158.I37,450,22,macro
16,1,Ipsm.Iblquad.I_m16x16.I188.I158.I39,422,22,macro
16,3,Ipsm.Iblquad.I_m16x16.I188.I158.I40,422,64,macro
17,3,Ipsm.Iblquad.I_m16x16.I188.I158.I41,450,64,macro
17,6,Ipsm.Iblquad.I_m16x16.I188.I159.I11,450,127,macro
16,6,Ipsm.Iblquad.I_m16x16.I188.I159.I21,422,127,macro
17,8,Ipsm.Iblquad.I_m16x16.I188.I159.I23,450,169,macro
16,8,Ipsm.Iblquad.I_m16x16.I188.I159.I24,422,169,macro
17,5,Ipsm.Iblquad.I_m16x16.I188.I159.I37,450,106,macro
16,5,Ipsm.Iblquad.I_m16x16.I188.I159.I39,422,106,macro
16,7,Ipsm.Iblquad.I_m16x16.I188.I159.I40,422,148,macro
17,7,Ipsm.Iblquad.I_m16x16.I188.I159.I41,450,148,macro
30,17,Ipsm.Ibrquad.I_br_if16.I0.Iif0,815,358,macro_interface
30,18,Ipsm.Ibrquad.I_br_if16.I0.Iif1,815,379,macro_interface
30,19,Ipsm.Ibrquad.I_br_if16.I0.Iif2,815,400,macro_interface
30,20,Ipsm.Ibrquad.I_br_if16.I0.Iif3,815,421,macro_interface
30,21,Ipsm.Ibrquad.I_br_if16.I1.Iif0,815,442,macro_interface
30,22,Ipsm.Ibrquad.I_br_if16.I1.Iif1,815,463,macro_interface
30,23,Ipsm.Ibrquad.I_br_if16.I1.Iif2,815,484,macro_interface
30,24,Ipsm.Ibrquad.I_br_if16.I1.Iif3,815,505,macro_interface
30,25,Ipsm.Ibrquad.I_br_if16.I2.Iif0,815,526,macro_interface
30,26,Ipsm.Ibrquad.I_br_if16.I2.Iif1,815,547,macro_interface
30,27,Ipsm.Ibrquad.I_br_if16.I2.Iif2,815,568,macro_interface
30,28,Ipsm.Ibrquad.I_br_if16.I2.Iif3,815,589,macro_interface
30,29,Ipsm.Ibrquad.I_br_if16.I4.Iif0,815,610,macro_interface
30,30,Ipsm.Ibrquad.I_br_if16.I4.Iif1,815,631,macro_interface
30,31,Ipsm.Ibrquad.I_br_if16.I4.Iif2,815,652,macro_interface
30,32,Ipsm.Ibrquad.I_br_if16.I4.Iif3,815,673,macro_interface
27,18,Ipsm.Ibrquad.I_m16x16.I185.I152.I11,731,379,macro
28,19,Ipsm.Ibrquad.I_m16x16.I185.I152.I17,759,400,macro
28,18,Ipsm.Ibrquad.I_m16x16.I185.I152.I18,759,379,macro
26,18,Ipsm.Ibrquad.I_m16x16.I185.I152.I21,703,379,macro
27,20,Ipsm.Ibrquad.I_m16x16.I185.I152.I23,731,421,macro
26,20,Ipsm.Ibrquad.I_m16x16.I185.I152.I24,703,421,macro
28,20,Ipsm.Ibrquad.I_m16x16.I185.I152.I25,759,421,macro
29,20,Ipsm.Ibrquad.I_m16x16.I185.I152.I26,787,421,macro
29,19,Ipsm.Ibrquad.I_m16x16.I185.I152.I28,787,400,macro
29,18,Ipsm.Ibrquad.I_m16x16.I185.I152.I29,787,379,macro
29,17,Ipsm.Ibrquad.I_m16x16.I185.I152.I32,787,358,macro
28,17,Ipsm.Ibrquad.I_m16x16.I185.I152.I36,759,358,macro
27,17,Ipsm.Ibrquad.I_m16x16.I185.I152.I37,731,358,macro
26,17,Ipsm.Ibrquad.I_m16x16.I185.I152.I39,703,358,macro
26,19,Ipsm.Ibrquad.I_m16x16.I185.I152.I40,703,400,macro
27,19,Ipsm.Ibrquad.I_m16x16.I185.I152.I41,731,400,macro
27,22,Ipsm.Ibrquad.I_m16x16.I185.I153.I11,731,463,macro
28,23,Ipsm.Ibrquad.I_m16x16.I185.I153.I17,759,484,macro
28,22,Ipsm.Ibrquad.I_m16x16.I185.I153.I18,759,463,macro
26,22,Ipsm.Ibrquad.I_m16x16.I185.I153.I21,703,463,macro
27,24,Ipsm.Ibrquad.I_m16x16.I185.I153.I23,731,505,macro
26,24,Ipsm.Ibrquad.I_m16x16.I185.I153.I24,703,505,macro
28,24,Ipsm.Ibrquad.I_m16x16.I185.I153.I25,759,505,macro
29,24,Ipsm.Ibrquad.I_m16x16.I185.I153.I26,787,505,macro
29,23,Ipsm.Ibrquad.I_m16x16.I185.I153.I28,787,484,macro
29,22,Ipsm.Ibrquad.I_m16x16.I185.I153.I29,787,463,macro
29,21,Ipsm.Ibrquad.I_m16x16.I185.I153.I32,787,442,macro
28,21,Ipsm.Ibrquad.I_m16x16.I185.I153.I36,759,442,macro
27,21,Ipsm.Ibrquad.I_m16x16.I185.I153.I37,731,442,macro
26,21,Ipsm.Ibrquad.I_m16x16.I185.I153.I39,703,442,macro
26,23,Ipsm.Ibrquad.I_m16x16.I185.I153.I40,703,484,macro
27,23,Ipsm.Ibrquad.I_m16x16.I185.I153.I41,731,484,macro
23,18,Ipsm.Ibrquad.I_m16x16.I185.I158.I11,618,379,macro
24,19,Ipsm.Ibrquad.I_m16x16.I185.I158.I17,647,400,macro
24,18,Ipsm.Ibrquad.I_m16x16.I185.I158.I18,647,379,macro
22,18,Ipsm.Ibrquad.I_m16x16.I185.I158.I21,590,379,macro
23,20,Ipsm.Ibrquad.I_m16x16.I185.I158.I23,618,421,macro
22,20,Ipsm.Ibrquad.I_m16x16.I185.I158.I24,590,421,macro
24,20,Ipsm.Ibrquad.I_m16x16.I185.I158.I25,647,421,macro
25,20,Ipsm.Ibrquad.I_m16x16.I185.I158.I26,675,421,macro
25,19,Ipsm.Ibrquad.I_m16x16.I185.I158.I28,675,400,macro
25,18,Ipsm.Ibrquad.I_m16x16.I185.I158.I29,675,379,macro
25,17,Ipsm.Ibrquad.I_m16x16.I185.I158.I32,675,358,macro
24,17,Ipsm.Ibrquad.I_m16x16.I185.I158.I36,647,358,macro
23,17,Ipsm.Ibrquad.I_m16x16.I185.I158.I37,618,358,macro
22,17,Ipsm.Ibrquad.I_m16x16.I185.I158.I39,590,358,macro
22,19,Ipsm.Ibrquad.I_m16x16.I185.I158.I40,590,400,macro
23,19,Ipsm.Ibrquad.I_m16x16.I185.I158.I41,618,400,macro
23,22,Ipsm.Ibrquad.I_m16x16.I185.I159.I11,618,463,macro
24,23,Ipsm.Ibrquad.I_m16x16.I185.I159.I17,647,484,macro
24,22,Ipsm.Ibrquad.I_m16x16.I185.I159.I18,647,463,macro
22,22,Ipsm.Ibrquad.I_m16x16.I185.I159.I21,590,463,macro
23,24,Ipsm.Ibrquad.I_m16x16.I185.I159.I23,618,505,macro_clk
22,24,Ipsm.Ibrquad.I_m16x16.I185.I159.I24,590,505,macro
24,24,Ipsm.Ibrquad.I_m16x16.I185.I159.I25,647,505,macro
25,24,Ipsm.Ibrquad.I_m16x16.I185.I159.I26,675,505,macro
25,23,Ipsm.Ibrquad.I_m16x16.I185.I159.I28,675,484,macro
25,22,Ipsm.Ibrquad.I_m16x16.I185.I159.I29,675,463,macro
25,21,Ipsm.Ibrquad.I_m16x16.I185.I159.I32,675,442,macro
24,21,Ipsm.Ibrquad.I_m16x16.I185.I159.I36,647,442,macro
23,21,Ipsm.Ibrquad.I_m16x16.I185.I159.I37,618,442,macro
22,21,Ipsm.Ibrquad.I_m16x16.I185.I159.I39,590,442,macro
22,23,Ipsm.Ibrquad.I_m16x16.I185.I159.I40,590,484,macro
23,23,Ipsm.Ibrquad.I_m16x16.I185.I159.I41,618,484,macro
27,26,Ipsm.Ibrquad.I_m16x16.I186.I152.I11,731,547,macro
28,27,Ipsm.Ibrquad.I_m16x16.I186.I152.I17,759,568,macro
28,26,Ipsm.Ibrquad.I_m16x16.I186.I152.I18,759,547,macro
26,26,Ipsm.Ibrquad.I_m16x16.I186.I152.I21,703,547,macro
27,28,Ipsm.Ibrquad.I_m16x16.I186.I152.I23,731,589,macro
26,28,Ipsm.Ibrquad.I_m16x16.I186.I152.I24,703,589,macro
28,28,Ipsm.Ibrquad.I_m16x16.I186.I152.I25,759,589,macro
29,28,Ipsm.Ibrquad.I_m16x16.I186.I152.I26,787,589,macro
29,27,Ipsm.Ibrquad.I_m16x16.I186.I152.I28,787,568,macro
29,26,Ipsm.Ibrquad.I_m16x16.I186.I152.I29,787,547,macro
29,25,Ipsm.Ibrquad.I_m16x16.I186.I152.I32,787,526,macro
28,25,Ipsm.Ibrquad.I_m16x16.I186.I152.I36,759,526,macro
27,25,Ipsm.Ibrquad.I_m16x16.I186.I152.I37,731,526,macro
26,25,Ipsm.Ibrquad.I_m16x16.I186.I152.I39,703,526,macro
26,27,Ipsm.Ibrquad.I_m16x16.I186.I152.I40,703,568,macro
27,27,Ipsm.Ibrquad.I_m16x16.I186.I152.I41,731,568,macro
27,30,Ipsm.Ibrquad.I_m16x16.I186.I153.I11,731,631,macro
28,31,Ipsm.Ibrquad.I_m16x16.I186.I153.I17,759,652,macro
28,30,Ipsm.Ibrquad.I_m16x16.I186.I153.I18,759,631,macro
